header;url;nb_points;theme;duree;sujet_url;correction_url
Chute dune goutte de pluie;https://labolycee.org/chute-dune-goutte-de-pluie;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Asie-Exo2-Sujet-ChuteGouttePluie-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Asie-Exo2-Correction-ChuteGouttePluie-5-5pts.pdf
Oscillations chimiques et oscillations mécaniques;https://labolycee.org/oscillations-chimiques-et-oscillations-mecaniques;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Polynesie-Exo2-Sujet-OscillationsPC-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Polynesie-Exo2-Correction-OscillationsPC-6pts.pdf
Chute dune bille dans la glycérine;https://labolycee.org/chute-dune-bille-dans-la-glycerine;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Antilles-Exo1-Sujet-Chute-Glycerine-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Antilles-Exo1-Correction-Chute-Glycerine-5-5pts.pdf
Chute verticale dun ballon;https://labolycee.org/chute-verticale-dun-ballon;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Polynesie-Exo2-Sujet-ChuteVerticale-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Polynesie-Exo2-Correction-ChuteVerticale-5pts.pdf
Oscillateur mécanique horizontal;https://labolycee.org/oscillateur-mecanique-horizontal;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs | Méthode d'Euler;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Pondichery-Exo3-Sujet-Oscillateur-meca-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Pondichery-Exo3-Correction-Oscillateur-meca-4pts.pdf
Science et sport;https://labolycee.org/science-et-sport;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Projectiles | Méthode d'Euler;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-03-NelleCaledonie-Exo2-Sujet-SportMeca-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-03-NelleCaledonie-Exo2-Correction-SportMeca-5-5pts.pdf
Au soleil dITER (International thermonuclear experimental reactor);https://labolycee.org/au-soleil-diter-international-thermonuclear-experimental-reactor;5 points;Bac S 2003-2012 | Tronc commun | Physique | Méthode d'Euler | Transformations nucléaires | Fusion;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-09-Polynesie-Exo2-Sujet-ITER-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-09-Polynesie-Exo2-Correction-ITER-5-5pts.pdf
Thermomètre de Galilée;https://labolycee.org/thermometre-de-galilee;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-AmSud-Exo2-Sujet-ThermometreGalilee-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-AmSud-Exo2-Correction-ThermometreGalilee-4pts.pdf
Etude dun circuit RC - Principe de fonctionnement dune minuterie;https://labolycee.org/etude-dun-circuit-rc-principe-de-fonctionnement-dune-minuterie;7 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RC | Méthode d'Euler;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Polynesie-Sujet-Exo1-RCMinuterie-7-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Polynesie-Correction-Exo1-Minuterie-7-5pts.pdf
A propos du marquage isotopique;https://labolycee.org/propos-du-marquage-isotopique;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Physique | Méthode d'Euler | Transformations nucléaires;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-09-National-Sujet-Exo2-MarquageIsotopique.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-09-National-Correction-Exo2-MarquageIsotopique.pdf
Une équation au service des sciences physiques;https://labolycee.org/une-equation-au-service-des-sciences-physiques;9 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Méthode d'Euler;1 heure 57 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-09-Antilles-Sujet-Exo1-EquaDiff-9-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-09-Antilles-Correction-Exo1-EquaDiff-9-5pts.pdf
La grêle;https://labolycee.org/la-grele;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-USA-Sujet-Exo3-Grele-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-USA-Correction-Exo3-Grele-4pts.pdf
Détermination de la viscosité dune huile moteur;https://labolycee.org/determination-de-la-viscosite-dune-huile-moteur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-09-Antilles-Sujet-Exo1-ChuteHuile-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-09-Antilles-Correction-Exo1-Chute-5-5pts.pdf
Mécanique du vol dun ballon sonde;https://labolycee.org/mecanique-du-vol-dun-ballon-sonde;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/2025-05/2004-National-Sujet-Exo2-BallonSonde-6-5pts.pdf;https://www.labolycee.org/sites/default/files/2025-05/2004-National-correction-Exo2-BallonSonde-5-5pts.pdf
Chute libre et parachutisme;https://labolycee.org/chute-libre-et-parachutisme;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-Pondichery-Sujet-Exo1-Chute_libre_parachutisme-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Pondichery-correction-Exo1-ChuteLibre-parachutisme.pdf
Le Grand saut;https://labolycee.org/le-grand-saut;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-Liban-Sujet-Exo3-GrandSaut-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Liban-correction-Exo3-GrandSaut.pdf
Circuits RL et RLC;https://labolycee.org/circuits-rl-et-rlc;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL | Méthode d'Euler;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-11-NelleCaledonie-Sujet-SSCalc-Exo2-RL-RC-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-11-NelleCaledonie-Correction-Exo2.pdf
Chute dune balle de ping-pong;https://labolycee.org/chute-dune-balle-de-ping-pong;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes | Méthode d'Euler;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-USA-Sujet-Exo2-Chute-balle.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-USA-Correction-Exo2-Chute-balle.pdf
Nettoyants pour le sol;https://labolycee.org/nettoyants-pour-le-sol;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Pondichery-Exo3-Sujet-Nettoyants-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Pondichery-Exo3-Correction-Nettoyants-4pts.pdf
Odeur fruitée et arôme synthétique;https://labolycee.org/odeur-fruitee-et-arome-synthetique;7 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ?;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Liban-Exo1-Sujet-OdeurFruitee-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Liban-Exo1-Correction-OdeurFruitee-7pts.pdf
Synthèse dune amorce à gardons;https://labolycee.org/synthese-dune-amorce-gardons;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Ester;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-AmNord-Exo3-Sujet-GardonsEster-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-AmNord-Exo3-Correction-GardonsEster-4pts.pdf
Un dosage pour déterminer la durée de fonctionnement dune pile;https://labolycee.org/un-dosage-pour-determiner-la-duree-de-fonctionnement-dune-pile;7 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Pile;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Polynesie-Exo1-Sujet-Dosage-Pile-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Polynesie-Exo1-Correction-Dosage-Pile-7pts.pdf
Réactions acido-basiques;https://labolycee.org/reactions-acido-basiques-0;3 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;39 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-CtresEtrangers-Exo2-Sujet-VF-Acidobasique-3pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-CtresEtrangers-Exo2-Correction-VF-Acidobasique-3pts.pdf
Lacide salicylique;https://labolycee.org/lacide-salicylique;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Ester;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-CtresEtrangers-Exo3-Sujet-AcideSalicylique-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-CtresEtrangers-Exo3-Correction-AcideSalicylique-4pts.pdf
Suivi cinétique par conductimétrie;https://labolycee.org/suivi-cinetique-par-conductimetrie;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Conductimetrie;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Metropole-Exo3-Sujet-CinetiqueConducti-4pts.pdf;https://www.labolycee.org/sites/default/files/2023-03/2012-Metropole-Exo3-Correction-CinetiqueConducti-4pts.pdf
Le chrome sous différentes formes;https://labolycee.org/le-chrome-sous-differentes-formes;7 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ?;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Pondichery-Exo1-Sujet-Chrome-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Pondichery-Exo1-Correction-Chrome-7pts.pdf
Le luminol au service de la police scientifique;https://labolycee.org/le-luminol-au-service-de-la-police-scientifique;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Antilles-Exo1-Sujet-Luminol-6-5points.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Antilles-Exo1-Correction-Luminol-6-5points.pdf
Dosage colorimétrique de laluminium;https://labolycee.org/dosage-colorimetrique-de-laluminium;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Spectrophotométrie | Bac S 2013-2020;52 minutes;https://www.labolycee.org/sites/default/files/2024-01/2011-11-Amsud-Exo3-Sujet-DosageEtalonnageAlu-4pts.pdf;https://www.labolycee.org/sites/default/files/2024-01/2011-11-Amsud-Exo3-Correction-DosageEtalonnageAlu-4pts.pdf
Tous séduits par le bleu;https://labolycee.org/tous-seduits-par-le-bleu;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-11-NelleCaledo-Exo1-Sujet-Bleu-Dosage-Cinetique-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-11-NelleCaledo-Exo1-Correction-Bleu-Dosage-Cinetique-6-5pts.pdf
Décomposition du pentaoxyde de diazote;https://labolycee.org/decomposition-du-pentaoxyde-de-diazote;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Pression;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Reunion-Exo3-Sujet-CinetiqueGaz-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Reunion-Exo3-Correction-CinetiqueGaz-4pts.pdf
De la chimie... de la chimie, vous dis-je !;https://labolycee.org/de-la-chimie-de-la-chimie-vous-dis-je;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | La transformation d'un système chimique est-elle toujours totale ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Asie-Exo3-Sujet-QROCChimie-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Asie-Exo3-Correction-QROCChimie-6-5pts.pdf
La bouillote magique;https://labolycee.org/la-bouillote-magique;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-03-NelleCaledo-Exo1-Sujet-BouilloteMagique-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-03-NelleCaledo-Exo1-Correction-BouilloteMagique-6-5pts.pdf
De limportance de leau oxygénée;https://labolycee.org/de-limportance-de-leau-oxygenee;7 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ?;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Liban-Exo1-Sujet-Electrolyse-Cinetique-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Liban-Exo1-Correction-Electrolyse-Cinetique-7pts.pdf
Etain et étamage du cuivre;https://labolycee.org/etain-et-etamage-du-cuivre;7 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Electrolyse | Pile;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Antilles-Exo1-Sujet-EtamageCu-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Antilles-Exo1-Correction-EtamageCu-7pts.pdf
Cest nickel;https://labolycee.org/cest-nickel;4 points;Bac S 2003-2012 | Specialite | Chimie | Élaborer un produit de consommation : de la matière première à la formulation | Tronc commun | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Electrolyse;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Metropole-Spe-Exo3-Sujet-Nickel-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Metropole-Spe-Exo3-Correction-Nickel-4pts.pdf
Chimie au quotidien: des expériences de chimie réalisables chez-soi;https://labolycee.org/chimie-au-quotidien-des-experiences-de-chimie-realisables-chez-soi;5 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Electrolyse | Pile;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-CtresEtrangers-Exo2-Sujet-PileCitron-Electrolyse-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-CtresEtrangers-Exo2-Correction-PileCitron-Electrolyse-6-5pts.pdf
Des piles qui évoluent;https://labolycee.org/des-piles-qui-evoluent;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Electrolyse | Pile;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Reunion-Exo1-Sujet-Volta-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Reunion-Exo1-Correction-Volta-6-5pts.pdf
