header;url;nb_points;theme;duree;sujet_url;correction_url
Panacées?;https://labolycee.org/panacees;7 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-AmNord-Exo2-Sujet-Radium-VitamineC-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-AmNord-Exo2-Correction-Radium-VitamineC-7pts.pdf
Réalisation dune balise;https://labolycee.org/realisation-dune-balise;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Polynesie-Exo2-Sujet-Balise-RC-LC-5pts.pdf;https://www.labolycee.org/sites/default/files/2019-09/2012-Polynesie-Exo2-Correction-Balise-RC-LC-5pts.pdf
Les prouesses du poisson archer;https://labolycee.org/les-prouesses-du-poisson-archer;9 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Projectiles;1 heure 57 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-CtresEtrangers-Exo1-Sujet-PoissonArcher-9pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-CtresEtrangers-Exo1-Correction-PoissonArcher-9pts.pdf
Condensateur, bobine et énergie;https://labolycee.org/condensateur-bobine-et-energie;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Antilles-Exo2-Sujet-RC-LC-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Antilles-Exo2-Correction-RC-LC-5pts.pdf
La suspension de la 2 cV Citroën;https://labolycee.org/la-suspension-de-la-2-cv-citroen;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2012/2012-Asie-Exo2-Sujet-2cV-Oscillateur-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2012/2012-Asie-Exo2-Correction-2cV-Oscillateur-5-5pts.pdf
Le saut à lélastique;https://labolycee.org/le-saut-lelastique;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Pondichery-Exo2-Sujet-SautElastique-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Pondichery-Exo2-Correction-SautElastique-5pts.pdf
Laser megajoule;https://labolycee.org/laser-megajoule;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Pondichery-Exo3-Sujet-LaserMegajoule-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Pondichery-Exo3-Correction-LaserMegajoule-4pts.pdf
Larome de vanille;https://labolycee.org/larome-de-vanille;5 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Spectrophotométrie | Bac S 2013-2020;50 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2013/2013-Asie-Exo3-Sujet-Vanille-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2013/2013-Asie-Exo3-Correction-Vanille-5pts.pdf
Les dangers de lalcool;https://labolycee.org/les-dangers-de-lalcool;7 points;Bac S 2013-2020 | Chimie | Bac S 2003-2012 | Tronc commun | La transformation d'un système chimique est-elle toujours rapide ? | Spectrophotométrie;1 heure 10 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2013/2013-AmSud-Exo2-Sujet-DangersAlcool-7-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2013/2013-AmSud-Exo2-Correction-DangersAlcool-7-5pts.pdf
Pile au lithium et supercondensateur;https://labolycee.org/pile-au-lithium-et-supercondensateur;5 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Pile | Physique | Évolution temporelle des systèmes électriques;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Antilles-Exo2-Sujet-PileSuperC-5-5points.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Antilles-Exo2-PileSuperC-Correction-5-5points.pdf
Bobine dune pédale wha-wha;https://labolycee.org/bobine-dune-pedale-wha-wha;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Asie-Exo3-Sujet-BobineWha-Wha-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Asie-Exo3-Correction-BobineWha-Wha-4pts.pdf
La bluecar;https://labolycee.org/la-bluecar;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Pile | Physique | Évolution temporelle des systèmes électriques | Circuits RC;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-09-Metropole-Exo1-Sujet-RC-MecaQ-Batterie-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-09-Metropole-Exo1-Correction-RC-MecaQ-Batterie-6-5pts.pdf
Comment peut-on stocker de lénergie?;https://labolycee.org/comment-peut-stocker-de-lenergie;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-11-NelleCaledo-Exo3-Sujet-StockerEnergie-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-11-NelleCaledo-Exo3-Correction-StockerEnergie-4pts.pdf
Les systèmes électriques;https://labolycee.org/les-systemes-electriques;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-AmNord-Exo2-Sujet-Electricite-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-AmNord-Exo2-Correction-Electricite-5-5pts.pdf
Détection de métaux;https://labolycee.org/detection-de-metaux;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-09-Metropole-Exo3-Sujet-DetectionMetaux-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-09-Metropole-Exo3-Correction-DetectionMetaux-4pts.pdf
Condensateur et éclairage dun train miniature;https://labolycee.org/condensateur-et-eclairage-dun-train-miniature;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RC;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-11-NelleCaledo-Exo2-Sujet-RCTrain-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-11-NelleCaledo-Exo2-Correction-RCTrain-5-5pts.pdf
Le super condensateur prêt à sortir de lombre;https://labolycee.org/le-super-condensateur-pret-sortir-de-lombre;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RC;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-09-Polynesie-Exo2-Sujet-SuperCondensateur-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-09-Polynesie-Exo2-Correction-Condensateur-6pts.pdf
étude expérimentale de dipôles électriques;https://labolycee.org/etude-experimentale-de-dipoles-electriques;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Polynesie-Exo1-Sujet-DipolesElec-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Polynesie-Exo1-Correction-DipolesElec-6pts.pdf
Airbag et condensateur, quel rapport?;https://labolycee.org/airbag-et-condensateur-quel-rapport;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RC;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Metropole-Exo3-Sujet.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Metropole-Exo3-Correction.pdf
Détermination de la capacité dun condensateur;https://labolycee.org/determination-de-la-capacite-dun-condensateur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RC;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Asie-Exo3-Sujet-Condensateur-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Asie-Exo3-Correction-Condensateur-5pts.pdf
Un cycliste écologiste;https://labolycee.org/un-cycliste-ecologiste;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Antilles-Exo1-Sujet-Pile-Condo-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Antilles-Exo1-Correction-Pile-Condo-6-5pts.pdf
Etude dune bobine par différentes méthodes;https://labolycee.org/etude-dune-bobine-par-differentes-methodes;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Oscillations;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-09-Antilles-Exo2-Sujet-Bobine-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-09-Antilles-Exo2-Correction-Bobine-5-5pts.pdf
Quelle sera lautomobile du futur?;https://labolycee.org/quelle-sera-lautomobile-du-futur;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Pile | Physique | Évolution temporelle des systèmes électriques | Circuits RC;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-09-Polynesie-Exo2-Sujet-Condensateur-PAC-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-09-Polynesie-Exo2-Correction-Condensateur-PAC-6pts.pdf
Mesure de la valeur de la capacité dun condensateur;https://labolycee.org/mesure-de-la-valeur-de-la-capacite-dun-condensateur;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RC;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Pondichery-Exo3-Sujet-Condensateur-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Pondichery-Exo3-Correction-Condensateur-5pts.pdf
Production dune onde sonore;https://labolycee.org/production-dune-onde-sonore;4 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Évolution temporelle des systèmes électriques;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Antilles-Exo3-Sujet-LC-Ondes-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Antilles-Exo3-Correction-LC-Ondes-4pts.pdf
Michael Faraday (1791-1867);https://labolycee.org/michael-faraday-1791-1867;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Physique | Évolution temporelle des systèmes électriques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Asie-Exo2-Sujet-Electrolyse-RL-6-5-Pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Asie-Exo2-Correction-Electrolyse-RL-6-5-Pts.pdf
Un réveil en douceur;https://labolycee.org/un-reveil-en-douceur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes électriques | Circuits RL;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-National-Exo2-Sujet-RL-RLC-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-National-Exo2-Correction-RL-5-5pts.pdf
Pile et charge dun condensateur;https://labolycee.org/pile-et-charge-dun-condensateur;8 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Pile | Physique | Évolution temporelle des systèmes électriques;1 heure 44 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Reunion-Exo1-Sujet-Pile-Condensateur-8pts.pdf;https://www.labolycee.org/sites/default/files/2024-03/2008-Reunion-Exo1-Correction-Pile-RC-8pts.pdf
Matière et antimatière;https://labolycee.org/matiere-et-antimatiere;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-AmNord-Exo2-Sujet-AntiMatiere-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-AmNord-Exo2-Correction-AntiMatiere-5-5pts.pdf
Lélément 117 sajoute au tableau périodique;https://labolycee.org/lelement-117-sajoute-au-tableau-periodique;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Polynesie-Exo2-Sujet-Nucleaire117-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Polynesie-Exo2-Correction-Nucleaire117-5pts.pdf
Les Curie;https://labolycee.org/les-curie;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-CtresEtrangers-Exo1-Sujet-FamilleCurie-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-CtresEtrangers-Exo1-Correction-FamilleCurie-5-5pts.pdf
Le LMJ (Laser mégajoule);https://labolycee.org/le-lmj-laser-megajoule;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Metropole-Exo3-Sujet-Nucleaire-LMJ-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Metropole-Exo3-Correction-Nucleaire-LMJ-4pts.pdf
Le polonium 210;https://labolycee.org/le-polonium-210;6 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Pondichery-Exo1-Sujet-Polonium-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Pondichery-Exo1-Correction-Polonium-6pts.pdf
Datation des vins par radioactivité;https://labolycee.org/datation-des-vins-par-radioactivite;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Asie-Exo2-Sujet-DatationVin-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Asie-Exo2-Correction-DatationVin-5-5pts.pdf
La scintigraphie du coeur;https://labolycee.org/la-scintigraphie-du-coeur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-11-NelleCaledonie-Exo2-Sujet-Scintigraphie-5-5points.pdf;
La radioactivité naturelle et provoquée de luranium;https://labolycee.org/la-radioactivite-naturelle-et-provoquee-de-luranium;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-09-Antilles-Exo2-Sujet-Uranium5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-09-Antilles-Exo2-Correction-Uranium5-5pts.pdf
Nucléaire au service de la médecine;https://labolycee.org/nucleaire-au-service-de-la-medecine;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Metropole-Exo2-Sujet-Nucleaire-Medecine-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Metropole-Exo2-Correction-Nucleaire-Medecine-5-5pts.pdf
Des isotopes du phosphore;https://labolycee.org/des-isotopes-du-phosphore;6 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Polynesie-Exo1-Sujet-Phosphore-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Polynesie-Exo1-Correction-Phosphore-6pts.pdf
La transmutation pour éliminer les déchets nucléaires;https://labolycee.org/la-transmutation-pour-eliminer-les-dechets-nucleaires;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-AmSud-Exo2-Sujet-TransmutationDechets-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-AmSud-Exo2-Correction-TransmutationDechets-5pts.pdf
Laméricium 241 et quelques applications industrielles;https://labolycee.org/lamericium-241-et-quelques-applications-industrielles;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-03-NelleCaledo-Exo2-Sujet-Americium-5-5points.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-03-NelleCaledo-Exo2-Correction-Americium-5-5points.pdf
Le plutonium;https://labolycee.org/le-plutonium;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-AmNord-Exo3-Sujet-Plutonium-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-AmNord-Exo3-Correction-Plutonium-4points.pdf
Lénergie du futur;https://labolycee.org/lenergie-du-futur;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Fusion;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-Pondichery-Exo2-Sujet-ITER-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-Pondichery-Exo2-Correction-ITER-5-5pts.pdf
De la Terre à la Lune;https://labolycee.org/de-la-terre-la-lune;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-09-Metropole-Exo2-Sujet-ApolloXI-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-09-Metropole-Exo2-Correction-ApolloXI-5-5pts.pdf
Les réactons de fission et leur utilisation dans la production dénergie;https://labolycee.org/les-reactons-de-fission-et-leur-utilisation-dans-la-production-denergie;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-11-NelleCaledo-Exo2-Sujet-FissionU-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-11-NelleCaledo-Exo2-Correction-FissionU-5-5pts.pdf
1932: Le radium à la mode...;https://labolycee.org/1932-le-radium-la-mode;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Liban-Exo3-Sujet-Radium-4pts.pdf;https://www.labolycee.org/sites/default/files/2024-04/2008-Liban-Exo3-Correction-Radium-4pts.pdf
Quelques propriétés du plutonium 241;https://labolycee.org/quelques-proprietes-du-plutonium-241;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Pondichery-Exo2-Sujet-Plutonium241-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Pondichery-Exo2-Correction-Plutonium241-5pts.pdf
Le radon et ses descendants;https://labolycee.org/le-radon-et-ses-descendants;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-AmNord-Exo3-Sujet-Radon-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-AmNord-Exo3-Correction-Radon-4pts.pdf
La Terre, une machine thermique;https://labolycee.org/la-terre-une-machine-thermique;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-National-Exo3-Sujet-TerreNucleaire-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-National-Exo3-Correction-TerreNucleaire-4pts.pdf
à propos de la radioactivité;https://labolycee.org/propos-de-la-radioactivite;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Polynesie-Exo3-Sujet-Radioactivite-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Polynesie-Exo3-Correction-Radioactivite-4pts.pdf
Du système à sa modélisation;https://labolycee.org/du-systeme-sa-modelisation;9 points;Bac S 2003-2012 | Tronc commun | Physique | Propagation d'une onde - ondes progressives | Transformations nucléaires | Évolution temporelle des systèmes électriques | Évolution temporelle des systèmes mécaniques;1 heure 57 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-09-Polynesie-Exo1-Sujet-Modeles-9pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-09-Polynesie-Exo1-Correction-Modeles-9pts.pdf
Un jeu denfant;https://labolycee.org/un-jeu-denfant;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Liban-Exo1-Sujet-OscillateurVertical-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Liban-Exo1-Correction-OscillateurVertical-6pts.pdf
Constante de raideur dun ressort;https://labolycee.org/constante-de-raideur-dun-ressort;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-AmNord-Exo3-Sujet-OscillateurVertical-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-AmNord-Exo3-Correction-OscillateurVertical-4pts.pdf
Suivez la flèche...;https://labolycee.org/suivez-la-fleche;4 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Projectiles;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Polynesie-Exo3-Sujet-Balistique-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Polynesie-Exo3-Correction-Balistique-4pts.pdf
Chute verticale dun boulet;https://labolycee.org/chute-verticale-dun-boulet;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Metropole-Exo2-Sujet-ChuteVerticale-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Metropole-Exo2-Correction-ChuteVerticale-5-5pts.pdf
Le dauphin à flancs blancs;https://labolycee.org/le-dauphin-flancs-blancs;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Projectiles;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-Reunion-Exo2-Sujet-DauphinMeca-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-Reunion-Exo2-Correction-DauphinMeca-5-5pts.pdf
Un Rubiks Cube résolu à près de 4300 m daltitude;https://labolycee.org/un-rubiks-cube-resolu-pres-de-4300-m-daltitude;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Chutes;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-11-AmSud-Exo1-Sujet-ChuteRubikCube-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-11-AmSud-Exo1-Correction-ChuteRubikCube-6-5pts.pdf
Pendule de Foucault;https://labolycee.org/pendule-de-foucault;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-09-Metropole-Exo2-Sujet-PenduleFoucault-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-09-Metropole-Exo2-Correction-PenduleFoucault-5-5pts.pdf
Une petite histoire de la seconde;https://labolycee.org/une-petite-histoire-de-la-seconde;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-09-Polynesie-Exo2-Sujet-MesureSeconde-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-09-Polynesie-Exo2-Correction-MesureSeconde-6pts.pdf
Sur la Lune;https://labolycee.org/sur-la-lune;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Projectiles;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2011/2011-09-Antilles-Exo2-Sujet-SurLaLune-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2011/2011-09-Antilles-Exo2-Correction-SurLaLune-5-5pts.pdf
Histoire deuros...;https://labolycee.org/histoire-deuros;6 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Pondichery-Exo3-Sujet-Euros-6pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Pondichery-Exo3-Correction-Quantique-Euros-6pts.pdf
Loscillateur harmonique;https://labolycee.org/loscillateur-harmonique;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Liban-Exo2-Sujet-Oscillateur-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Liban-Exo2-Correction-Oscillateur-5-5pts.pdf
Aspect énergétique dun système {solide-ressort};https://labolycee.org/aspect-energetique-dun-systeme-solide-ressort;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Oscillateurs;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2010/2010-Antilles-Exo2-Sujet-Ressort-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2010/2010-Antilles-Exo2-Correction-Ressort-5-5pts.pdf
